Multiplier type,Variable,Industry,UOM,VALUE
Induced multiplier,Output,Industrial machinery manufacturing [BS333200],Per dollar of output,0.34
Induced multiplier,Output,Commercial and service industry machinery manufacturing [BS333300],Per dollar of output,0.347
Induced multiplier,Output,"Ventilation, heating, air-conditioning and commercial refrigeration equipment manufacturing [BS333400]",Per dollar of output,0.312
Induced multiplier,Output,Metalworking machinery manufacturing [BS333500],Per dollar of output,0.367
Induced multiplier,Output,"Engine, turbine and power transmission equipment manufacturing [BS333600]",Per dollar of output,0.296
Induced multiplier,Output,Other general-purpose machinery manufacturing [BS333900],Per dollar of output,0.311
Induced multiplier,Output,Computer and other electronic product manufacturing [BS334C00],Per dollar of output,0.329
Induced multiplier,Output,Communications equipment manufacturing [BS334200],Per dollar of output,0.361
Induced multiplier,Output,Semiconductor and other electronic component manufacturing [BS334400],Per dollar of output,0.329
Induced multiplier,Output,Electric lighting equipment and household appliance manufacturing [BS335B00],Per dollar of output,0.32
Induced multiplier,Output,Electrical equipment manufacturing [BS335300],Per dollar of output,0.338
Induced multiplier,Output,Other electrical equipment and component manufacturing [BS335900],Per dollar of output,0.287
Induced multiplier,Output,Automobile and light-duty motor vehicle manufacturing [BS336110],Per dollar of output,0.159
Induced multiplier,Output,Heavy-duty truck manufacturing [BS336120],Per dollar of output,0.255
Induced multiplier,Output,Motor vehicle body and trailer manufacturing [BS336200],Per dollar of output,0.284
Induced multiplier,Output,Motor vehicle parts manufacturing [BS336300],Per dollar of output,0.258
Induced multiplier,Output,Aerospace product and parts manufacturing [BS336400],Per dollar of output,0.264
Induced multiplier,Output,Railroad rolling stock manufacturing [BS336500],Per dollar of output,0.338
Induced multiplier,Output,Ship and boat building [BS336600],Per dollar of output,0.358
Induced multiplier,Output,Other transportation equipment manufacturing [BS336900],Per dollar of output,0.263
Induced multiplier,Output,Household and institutional furniture and kitchen cabinet manufacturing [BS337100],Per dollar of output,0.408
Induced multiplier,Output,Office furniture (including fixtures) manufacturing [BS337200],Per dollar of output,0.361
Induced multiplier,Output,Other furniture-related product manufacturing [BS337900],Per dollar of output,0.35
Induced multiplier,Output,Medical equipment and supplies manufacturing [BS339100],Per dollar of output,0.404
Induced multiplier,Output,Other miscellaneous manufacturing [BS339900],Per dollar of output,0.272
Induced multiplier,Output,Farm product merchant wholesalers [BS411000],Per dollar of output,0.377
Induced multiplier,Output,"Petroleum, petroleum products, and other hydrocarbons merchant wholesalers [BS412000]",Per dollar of output,0.329
Induced multiplier,Output,"Food, beverage and tobacco merchant wholesalers [BS413000]",Per dollar of output,0.396
Induced multiplier,Output,Personal and household goods merchant wholesalers [BS414000],Per dollar of output,0.4
Induced multiplier,Output,Motor vehicle and motor vehicle parts and accessories merchant wholesalers [BS415000],Per dollar of output,0.346
Induced multiplier,Output,Building material and supplies merchant wholesalers [BS416000],Per dollar of output,0.45
Induced multiplier,Output,"Machinery, equipment and supplies merchant wholesalers [BS417000]",Per dollar of output,0.54
Induced multiplier,Output,Miscellaneous merchant wholesalers [BS418000],Per dollar of output,0.389
Induced multiplier,Output,"Business-to-business electronic markets, and agents and brokers [BS419000]",Per dollar of output,0.587
Induced multiplier,Output,Motor vehicle and parts dealers [BS441000],Per dollar of output,0.628
Induced multiplier,Output,Building material and garden equipment and supplies dealers [BS444000],Per dollar of output,0.49
Induced multiplier,Output,Food and beverage retailers [BS445000],Per dollar of output,0.563
Induced multiplier,Output,"Furniture, home furnishings, electronics and appliances retailers [BS449000]",Per dollar of output,0.532
Induced multiplier,Output,General merchandise retailers [BS455000],Per dollar of output,0.479
Induced multiplier,Output,Health and personal care retailers [BS456000],Per dollar of output,0.51
Induced multiplier,Output,Gasoline stations and fuel vendors [BS457000],Per dollar of output,0.291
Induced multiplier,Output,"Clothing, clothing accessories, shoes, jewelry, luggage and leather goods retailers [BS458000]",Per dollar of output,0.467
Induced multiplier,Output,"Sporting goods, hobby, musical instrument, book, and miscellaneous retailers (except cannabis) [BS459A00]",Per dollar of output,0.539
Induced multiplier,Output,Cannabis retailers (licensed) [BS459BL0],Per dollar of output,0.583
Induced multiplier,Output,Cannabis retailers (unlicensed) [BS459BU0],Per dollar of output,0.045
Induced multiplier,Output,Air transportation [BS481000],Per dollar of output,0.343
Induced multiplier,Output,Rail transportation [BS482000],Per dollar of output,0.28
Induced multiplier,Output,Water transportation [BS483000],Per dollar of output,0.464
Induced multiplier,Output,Truck transportation [BS484000],Per dollar of output,0.328
Induced multiplier,Output,Urban transit systems [BS485100],Per dollar of output,1.558
Induced multiplier,Output,Other transit and ground passenger transportation and scenic and sightseeing transportation [BS48A000],Per dollar of output,0.477
Induced multiplier,Output,Taxi and limousine service [BS485300],Per dollar of output,0.208
Induced multiplier,Output,Crude oil and other pipeline transportation [BS486A00],Per dollar of output,0.22
Induced multiplier,Output,Pipeline transportation of natural gas [BS486200],Per dollar of output,0.169
Induced multiplier,Output,Support activities for transportation [BS488000],Per dollar of output,0.401
Induced multiplier,Output,Postal service [BS491000],Per dollar of output,0.587
Induced multiplier,Output,Couriers and messengers [BS492000],Per dollar of output,0.339
Induced multiplier,Output,Warehousing and storage [BS493000],Per dollar of output,0.529
Induced multiplier,Output,Motion picture and video industries (except exhibition) [BS5121A0],Per dollar of output,0.658
Induced multiplier,Output,Motion picture and video exhibition [BS512130],Per dollar of output,0.395
Induced multiplier,Output,Sound recording industries [BS512200],Per dollar of output,0.276
Induced multiplier,Output,Newspaper publishers [BS513110],Per dollar of output,0.538
Induced multiplier,Output,"Periodical, book and directory publishers [BS5131A0]",Per dollar of output,0.456
Induced multiplier,Output,Software publishers [BS513200],Per dollar of output,0.502
Induced multiplier,Output,Radio and television broadcasting stations [BS516100],Per dollar of output,0.535
Induced multiplier,Output,Pay and specialty television [BS516211],Per dollar of output,0.288
Induced multiplier,Output,Media streaming distribution services and other media content providers [BS51621A],Per dollar of output,0.41
Induced multiplier,Output,Telecommunications [BS517000],Per dollar of output,0.257
Induced multiplier,Output,"Computing infrastructure providers, data processing, web hosting, and related services [BS518000]",Per dollar of output,0.466
Induced multiplier,Output,"Web search portals, libraries, archives, and all other information services [BS519000]",Per dollar of output,0.397
Induced multiplier,Output,Monetary authorities - central bank [BS521000],Per dollar of output,0.513
Induced multiplier,Output,Banking and other depository credit intermediation [BS5221A0],Per dollar of output,0.418
Induced multiplier,Output,Credit unions [BS522B00],Per dollar of output,0.577
Induced multiplier,Output,Non-depository credit intermediation [BS522200],Per dollar of output,0.409
Induced multiplier,Output,Financial auxiliaries [BS52C000],Per dollar of output,0.55
Induced multiplier,Output,Other financial intermediaries [BS52D000],Per dollar of output,0.583
Induced multiplier,Output,Insurance carriers [BS524100],Per dollar of output,0.431
Induced multiplier,Output,Funds and other financial vehicles (except securitization vehicles) [BS526A00],Per dollar of output,0.428
Induced multiplier,Output,Lessors of real estate [BS531100],Per dollar of output,0.189
Induced multiplier,Output,Offices of real estate agents and brokers and activities related to real estate [BS531A00],Per dollar of output,0.38
Induced multiplier,Output,Owner-occupied dwellings [BS5311A0],Per dollar of output,0.056
Induced multiplier,Output,Automotive equipment rental and leasing [BS532100],Per dollar of output,0.271
Induced multiplier,Output,Rental and leasing services (except automotive equipment) [BS532A00],Per dollar of output,0.323
Induced multiplier,Output,Lessors of non-financial intangible assets (except copyrighted works) [BS533000],Per dollar of output,0.292
Induced multiplier,Output,Legal services [BS541100],Per dollar of output,0.438
Induced multiplier,Output,"Accounting, tax preparation, bookkeeping and payroll services [BS541200]",Per dollar of output,0.53
Induced multiplier,Output,"Architectural, engineering and related services [BS541300]",Per dollar of output,0.545
Induced multiplier,Output,Specialized design services [BS541400],Per dollar of output,0.429
Induced multiplier,Output,Computer systems design and related services [BS541500],Per dollar of output,0.597
Induced multiplier,Output,"Management, scientific and technical consulting services [BS541600]",Per dollar of output,0.44
Induced multiplier,Output,Scientific research and development services [BS541700],Per dollar of output,0.553
Induced multiplier,Output,"Advertising, public relations, and related services [BS541800]",Per dollar of output,0.497
Induced multiplier,Output,"Other professional, scientific and technical services [BS541900]",Per dollar of output,0.458
Induced multiplier,Output,Holding companies [BS551113],Per dollar of output,0.607
Induced multiplier,Output,Office administrative services [BS561100],Per dollar of output,0.48
Induced multiplier,Output,Facilities and other support services [BS561A00],Per dollar of output,0.325
Induced multiplier,Output,Employment services [BS561300],Per dollar of output,0.635
